Paquetes rcv,Tiempo instantaneo,Numero de paquete,Altitud BMP,Temperatura BMP ©,Presion mBar,Tension de la bateria V,Longitud,Latitud,Altitud GPS,Satelites GPS,Etapa de vuelo,GPS Hora,GPS Minutos,GPS Segundos,,,,
201,2095,201,217.2299957,50.27999878,963.75,7.949999809,9.993770599,-84.65221405,437.0999756,12,33,12,45,43.078125,,,, 
202,2095,202,216.5499878,50.27000046,963.8299561,7.949999809,9.993760109,-84.65221405,437.0999756,12,33,12,45,43.203125,,,, 
203,2095,203,216.1900024,50.2899971,963.8699951,7.949999809,9.993746758,-84.65221405,437.5,12,33,12,45,43.296875,,,, 
204,2095,204,215.9799957,50.27000046,963.8899536,7.949999809,9.993729591,-84.65221405,437.6999817,12,33,12,45,43.390625,,,, 
205,2095,205,215.1399994,50.27000046,963.9899902,7.949999809,9.993715286,-84.65221405,438,12,33,12,45,43.5,,,, 
206,2095,206,215.0399933,50.27999878,964,7.949999809,9.993702888,-84.65222168,438.1999817,12,33,12,45,43.59375,,,, 
207,2095,207,213.7200012,50.27000046,964.1499634,7.949999809,9.993684769,-84.65222168,438.5999756,12,33,12,45,43.796875,,,, 
208,2095,208,213.519989,50.27000046,964.1799927,7.949999809,9.993679047,-84.65222168,438.7999878,12,33,12,45,43.921875,,,, 
209,2096,209,212.1100006,50.27000046,964.3399658,7.949999809,9.993671417,-84.65222168,438.7999878,12,33,12,45,44,,,, 
210,2096,210,210.9700012,50.27999878,964.4699707,7.949999809,9.993664742,-84.65222168,438.8999939,12,33,12,45,44.078125,,,, 
211,2096,211,211.0599976,50.27000046,964.4599609,7.949999809,9.993664742,-84.65221405,438.8999939,12,33,12,45,44.203125,,,, 
212,2096,212,210.4599915,50.27000046,964.5299683,7.949999809,9.99366188,-84.65221405,438.8999939,12,33,12,45,44.296875,,,, 
213,2096,213,210.4899902,50.27000046,964.5199585,7.949999809,9.993658066,-84.65221405,438.7999878,12,33,12,45,44.390625,,,, 
214,2096,214,208.8799896,50.2899971,964.7099609,7.949999809,9.993655205,-84.65221405,438.6999817,12,33,12,45,44.5,,,, 
215,2096,215,209.6199951,50.27000046,964.6199951,7.949999809,9.993650436,-84.65221405,438.5999756,12,33,12,45,44.59375,,,, 
216,2096,216,208.7799988,50.2899971,964.7199707,7.949999809,9.993646622,-84.65221405,438.5999756,12,33,12,45,44.703125,,,, 
217,2096,217,208.6399994,50.27999878,964.7399902,7.949999809,9.993642807,-84.65221405,438.5,12,33,12,45,44.796875,,,, 
218,2097,218,207.8699951,50.27999878,964.8200073,7.949999809,9.993639946,-84.65221405,438.3999939,12,33,12,45,44.921875,,,, 
219,2097,219,207.4599915,50.27000046,964.8699951,7.949999809,9.993638039,-84.65221405,438.2999878,12,33,12,45,45,,,, 
220,2097,220,207.3300018,50.27000046,964.8899536,7.949999809,9.993632317,-84.65219116,438.1999817,12,33,12,45,45.203125,,,, 
221,2097,221,205.4499969,50.2899971,965.0999756,7.949999809,9.993630409,-84.65219116,438.0999756,12,33,12,45,45.296875,,,, 
222,2097,222,205.1499939,50.2899971,965.1399536,7.949999809,9.993626595,-84.65219116,437.8999939,12,33,12,45,45.390625,,,, 
223,2097,223,204.2299957,50.27999878,965.2399902,7.949999809,9.993624687,-84.65219116,437.5999756,12,33,12,45,45.5,,,, 
224,2097,224,203.3300018,50.2899971,965.3499756,7.949999809,9.99362278,-84.65219116,437.0999756,12,33,12,45,45.59375,,,, 
225,2097,225,203.4899902,50.27999878,965.3299561,7.949999809,9.993621826,-84.65218353,436.6999817,12,33,12,45,45.703125,,,, 
226,2097,226,202.8899994,50.27999878,965.3999634,7.949999809,9.993618965,-84.65218353,436.1999817,12,33,12,45,45.796875,,,, 
227,2097,227,201.9499969,50.2899971,965.5,7.949999809,9.993617058,-84.65218353,435.7999878,12,33,12,45,45.921875,,,, 
228,2098,228,201.8799896,50.2899971,965.5099487,7.949999809,9.99361515,-84.65218353,435.2999878,12,33,12,45,46,,,, 
229,2098,229,201.3399963,50.2899971,965.5700073,7.949999809,9.993611336,-84.65218353,434.7999878,12,33,12,45,46.078125,,,, 
230,2098,230,200.5699921,50.2899971,965.6599731,7.949999809,9.99360466,-84.65218353,434.3999939,12,33,12,45,46.203125,,,, 
231,2098,231,200.4700012,50.2899971,965.6699829,7.949999809,9.99360466,-84.65216064,434.0999756,12,33,12,45,46.296875,,,, 
232,2098,232,200.6699982,50.2899971,965.6499634,7.949999809,9.993603706,-84.65216064,433.3999939,12,33,12,45,46.5,,,, 
233,2098,233,200.2399902,50.2899971,965.6999512,7.949999809,9.993600845,-84.65216064,433,12,33,12,45,46.59375,,,, 
234,2098,234,199.6699982,50.2899971,965.7699585,7.949999809,9.993596077,-84.65216064,432.7999878,12,33,12,45,46.703125,,,, 
235,2098,235,198.3899994,50.2899971,965.9099731,7.949999809,9.993595123,-84.65215302,432.3999939,12,33,12,45,46.796875,,,, 
236,2098,236,197.8499908,50.2899971,965.9799805,7.949999809,9.993591309,-84.65215302,432.1999817,12,33,12,45,46.921875,,,, 
237,2099,237,197.0399933,50.2899971,966.0700073,7.949999809,9.993590355,-84.65215302,431.8999939,12,33,12,45,47,,,, 
238,2099,238,196.6100006,50.29999924,966.1199951,7.949999809,9.993585587,-84.6521225,431.3999939,12,33,12,45,47.078125,,,, 
239,2099,239,195.769989,50.2899971,966.2199707,7.949999809,9.993585587,-84.6521225,431.1999817,12,33,12,45,47.203125,,,, 
240,2099,240,196.0699921,50.2899971,966.1799927,7.949999809,9.993585587,-84.6521225,430.8999939,12,33,12,45,47.296875,,,, 
241,2099,241,195.1299896,50.29999924,966.289978,7.949999809,9.993585587,-84.6521225,430.5999756,12,33,12,45,47.390625,,,, 
242,2099,242,195.6900024,50.27000046,966.2199707,7.949999809,9.993585587,-84.65210724,430.2999878,12,33,12,45,47.5,,,, 
243,2099,243,193.519989,50.29999924,966.4699707,7.949999809,9.993582726,-84.65210724,429.8999939,12,33,12,45,47.59375,,,, 
244,2099,244,192.5,50.2899971,966.5899658,7.949999809,9.993581772,-84.65210724,429.5999756,12,33,12,45,47.703125,,,, 
245,2099,245,192.8399963,50.2899971,966.5499878,7.949999809,9.993577957,-84.65209961,428.8999939,12,33,12,45,47.921875,,,, 
246,2100,246,192.6100006,50.2899971,966.5799561,7.949999809,9.993577957,-84.65209961,428.6999817,12,33,12,45,48,,,, 
247,2100,247,192.0399933,50.29999924,966.6399536,7.949999809,9.993577003,-84.65209961,428.3999939,12,33,12,45,48.078125,,,, 
248,2100,248,191.5299988,50.29999924,966.6999512,7.949999809,9.993577003,-84.65209961,428.2999878,10,33,12,45,48.203125,,,, 
249,2100,249,190.8300018,50.29999924,966.7799683,7.949999809,9.993577957,-84.65207672,428.1999817,11,33,12,45,48.296875,,,, 
250,2100,250,189.519989,50.29999924,966.9299927,7.949999809,9.993577957,-84.65207672,428.0999756,12,33,12,45,48.390625,,,, 
251,2100,251,189.0500031,50.29999924,966.9899902,7.949999809,9.993577957,-84.65207672,427.3999939,12,33,12,45,48.5,,,, 
252,2100,252,191.1299896,50.29999924,966.75,7.949999809,9.993579865,-84.65206909,427.0999756,12,33,12,45,48.59375,,,, 
253,2100,253,190.5299988,50.29999924,966.8200073,7.949999809,9.993579865,-84.65206909,424.2999878,12,33,12,45,48.703125,,,, 
254,2100,254,187.4400024,50.29999924,967.1699829,7.949999809,9.993582726,-84.65206909,423.7999878,12,33,12,45,48.796875,,,, 
255,2101,255,187.5399933,50.30999756,967.1599731,7.949999809,9.993585587,-84.6520462,423.3999939,12,33,12,45,48.921875,,,, 
256,2101,256,184.8499908,50.29999924,967.4699707,7.949999809,9.99358654,-84.6520462,422.8999939,12,33,12,45,49,,,, 
257,2101,257,185.5899963,50.30999756,967.3899536,7.949999809,9.993591309,-84.6520462,422.2999878,12,33,12,45,49.203125,,,, 
258,2101,258,186.25,50.27999878,967.3099976,7.940000057,9.993593216,-84.65203094,421.8999939,12,33,12,45,49.296875,,,, 
259,2101,259,184.8499908,50.29999924,967.4699707,7.949999809,9.993596077,-84.65203094,421.5,12,33,12,45,49.390625,,,, 
260,2101,260,184.0800018,50.30999756,967.5599976,7.949999809,9.993597984,-84.65203094,421.0999756,12,33,12,45,49.5,,,, 
261,2101,261,183.9199982,50.30999756,967.5799561,7.949999809,9.993601799,-84.65200806,420.5999756,12,33,12,45,49.59375,,,, 
262,2101,262,182.9400024,50.30999756,967.6900024,7.949999809,9.99360466,-84.65200806,420.0999756,12,33,12,45,49.703125,,,, 
263,2101,263,182.5299988,50.29999924,967.7399902,7.949999809,9.993606567,-84.65200806,419.6999817,12,33,12,45,49.796875,,,, 
264,2101,264,181.3199921,50.29999924,967.8800049,7.949999809,9.993609428,-84.65200043,419.2999878,12,33,12,45,49.921875,,,, 
265,2102,265,180.5500031,50.29999924,967.9699707,7.949999809,9.993611336,-84.65200043,418.8999939,12,33,12,45,50,,,, 
266,2102,266,180.3899994,50.29999924,967.9899902,7.949999809,9.99361515,-84.65200043,418.5,12,33,12,45,50.078125,,,, 
267,2102,267,179.3499908,50.30999756,968.1099854,7.949999809,9.993617058,-84.65198517,418.0999756,12,33,12,45,50.203125,,,, 
268,2102,268,179.6799927,50.30999756,968.0700073,7.949999809,9.993619919,-84.65198517,417.7999878,12,33,12,45,50.296875,,,, 
269,2102,269,179.3399963,50.29999924,968.1099854,7.949999809,9.993621826,-84.65198517,417.2999878,12,33,12,45,50.390625,,,, 
270,2102,270,179.6799927,50.29999924,968.0700073,7.949999809,9.993627548,-84.65196991,416.3999939,12,33,12,45,50.59375,,,, 
271,2102,271,179.3799896,50.30999756,968.0999756,7.949999809,9.993630409,-84.65196991,416,12,33,12,45,50.703125,,,, 
272,2102,272,176.4599915,50.29999924,968.4400024,7.949999809,9.99363327,-84.65196991,415.5,12,33,12,45,50.796875,,,, 
273,2102,273,176.6600037,50.29999924,968.4199829,7.949999809,9.993635178,-84.65196991,415.0999756,12,33,12,45,50.921875,,,, 
274,2103,274,175.519989,50.29999924,968.5499878,7.949999809,9.993638039,-84.65196991,414.5999756,12,33,12,45,51,,,, 
275,2103,275,173.8799896,50.30999756,968.7399902,7.949999809,9.993641853,-84.65195465,414.1999817,12,33,12,45,51.078125,,,, 
276,2103,276,173.8099976,50.29999924,968.75,7.960000038,9.993645668,-84.65195465,413.7999878,12,33,12,45,51.203125,,,, 
277,2103,277,174.6499939,50.30999756,968.6499634,7.960000038,9.993646622,-84.65195465,413.5,12,33,12,45,51.296875,,,, 
278,2103,278,174.1100006,50.30999756,968.7099609,7.949999809,9.993650436,-84.65195465,413,12,33,12,45,51.390625,,,, 
279,2103,279,172.8699951,50.30999756,968.8499756,7.949999809,9.993653297,-84.65195465,412.6999817,12,33,12,45,51.5,,,, 
280,2103,280,173.6799927,50.30999756,968.7599487,7.949999809,9.993656158,-84.65195465,412.1999817,12,33,12,45,51.59375,,,, 
281,2103,281,171.8600006,50.29999924,968.9699707,7.949999809,9.99366188,-84.65195465,411.1999817,12,33,12,45,51.796875,,,, 
282,2103,282,170.8600006,50.30999756,969.0799561,7.960000038,9.993664742,-84.65195465,410.6999817,12,33,12,45,51.921875,,,, 
283,2104,283,170.8300018,50.30999756,969.0899658,7.949999809,9.993666649,-84.65195465,410.0999756,12,33,12,45,52,,,, 
284,2104,284,169.1799927,50.29999924,969.2799683,7.949999809,9.99366951,-84.65195465,409.5999756,12,33,12,45,52.078125,,,, 
285,2104,285,168.4199982,50.30999756,969.3699951,7.949999809,9.993671417,-84.65193939,409.1999817,12,33,12,45,52.203125,,,, 
286,2104,286,168.9799957,50.30999756,969.2999878,7.949999809,9.993674278,-84.65193939,408.6000061,12,33,12,45,52.296875,,,, 
287,2104,287,168.9100037,50.29999924,969.3099976,7.949999809,9.993674278,-84.65193939,407.7999878,12,33,12,45,52.390625,,,, 
288,2104,288,168.8099976,50.29999924,969.3200073,7.949999809,9.993677139,-84.65193939,407.1999817,12,33,12,45,52.5,,,, 
289,2104,289,168.7099915,50.29999924,969.3299561,7.949999809,9.993677139,-84.65193939,406.7999878,12,33,12,45,52.59375,,,, 
290,2104,290,166.8399963,50.30999756,969.5499878,7.949999809,9.993677139,-84.65193939,406.1999817,12,33,12,45,52.703125,,,, 
291,2104,291,166.269989,50.30999756,969.6099854,7.949999809,9.993677139,-84.65193939,405.7999878,12,33,12,45,52.796875,,,, 
292,2105,292,164.3899994,50.30999756,969.8299561,7.949999809,9.993679047,-84.65193939,408.8999939,12,33,12,45,52.921875,,,, 
293,2105,293,164.019989,50.30999756,969.8699951,7.949999809,9.993679047,-84.65193939,411,12,33,12,45,53,,,, 
294,2105,294,163.6199951,50.30999756,969.9199829,7.949999809,9.993679047,-84.65195465,413.5,12,33,12,45,53.203125,,,, 
295,2105,295,163.5500031,50.30999756,969.9299927,7.949999809,9.993679047,-84.65195465,414.1999817,12,33,12,45,53.296875,,,, 
296,2105,296,163.1799927,50.30999756,969.9699707,7.949999809,9.993677139,-84.65195465,414.7999878,12,33,12,45,53.390625,,,, 
297,2105,297,162.2399902,50.29999924,970.0799561,7.949999809,9.993674278,-84.65193939,415.2999878,12,33,12,45,53.5,,,, 
298,2105,298,160.8399963,50.31999969,970.2399902,7.949999809,9.993674278,-84.65193939,415.5999756,12,33,12,45,53.59375,,,, 
299,2105,299,161.2399902,50.29999924,970.1999512,7.949999809,9.993673325,-84.65193939,415.8999939,12,33,12,45,53.703125,,,, 
300,2105,300,160.9700012,50.30999756,970.2299805,7.949999809,9.993673325,-84.65193939,416,12,33,12,45,53.796875,,,, 
301,2105,301,161.0999908,50.29999924,970.2099609,7.949999809,9.993674278,-84.65193939,416,12,33,12,45,53.921875,,,, 
302,2106,302,161.0399933,50.30999756,970.2199707,7.949999809,9.993673325,-84.65193939,416,12,33,12,45,54,,,, 
303,2106,303,159.5399933,50.31999969,970.3899536,7.949999809,9.993673325,-84.65193939,416,12,33,12,45,54.078125,,,, 
304,2106,304,158.4599915,50.30999756,970.5199585,7.949999809,9.993673325,-84.65193939,415.7999878,12,33,12,45,54.203125,,,, 
305,2106,305,157.4299927,50.31999969,970.6399536,7.949999809,9.993673325,-84.65193939,415.5,12,33,12,45,54.296875,,,, 
306,2106,306,157.4899902,50.31999969,970.6300049,7.949999809,9.993673325,-84.65193939,414.8999939,12,33,12,45,54.5,,,, 
307,2106,307,157.0899963,50.31999969,970.6699829,7.960000038,9.993673325,-84.65193939,416,12,33,12,45,54.59375,,,, 
308,2106,308,156.8899994,50.31999969,970.6999512,7.949999809,9.993673325,-84.65193939,416.5,12,33,12,45,54.703125,,,, 
309,2106,309,156.4499969,50.30999756,970.75,7.949999809,9.993673325,-84.65193939,416.6999817,12,33,12,45,54.796875,,,, 
310,2106,310,155.1499939,50.32999802,970.8999634,7.960000038,9.993671417,-84.65193939,416.6999817,12,33,12,45,54.921875,,,, 
311,2107,311,154.1100006,50.32999802,971.0199585,7.949999809,9.99366951,-84.65193939,416.5,12,33,12,45,55,,,, 
312,2107,312,153.9100037,50.31999969,971.039978,7.949999809,9.99366951,-84.65193939,416.2999878,12,33,12,45,55.078125,,,, 
313,2107,313,154.5699921,50.30999756,970.9599609,7.949999809,9.993668556,-84.65193939,416,12,33,12,45,55.203125,,,, 
314,2107,314,153.0999908,50.31999969,971.1300049,7.949999809,9.993666649,-84.65193939,415.8999939,12,33,12,45,55.296875,,,, 
315,2107,315,151.8300018,50.31999969,971.2799683,7.949999809,9.993666649,-84.65193939,415.8999939,12,33,12,45,55.390625,,,, 
316,2107,316,151.3999939,50.31999969,971.3299561,7.949999809,9.993664742,-84.65193939,415.6999817,12,33,12,45,55.5,,,, 
317,2107,317,150.0200043,50.31999969,971.4899902,7.949999809,9.99366188,-84.65192413,415.3999939,12,33,12,45,55.59375,,,, 
318,2107,318,149.9599915,50.32999802,971.5,7.949999809,9.993660927,-84.65192413,415.1999817,12,33,12,45,55.703125,,,, 
319,2107,319,151.4700012,50.32999802,971.3200073,7.949999809,9.993658066,-84.65192413,414.5999756,12,33,12,45,55.921875,,,, 
320,2108,320,149.6600037,50.31999969,971.5299683,7.949999809,9.993658066,-84.65192413,414.2999878,12,33,12,45,56,,,, 
321,2108,321,149.0200043,50.31999969,971.6099854,7.949999809,9.993656158,-84.65190125,414,12,33,12,45,56.078125,,,, 
322,2108,322,148.6799927,50.30999756,971.6499634,7.949999809,9.993656158,-84.65190125,413.7999878,12,33,12,45,56.203125,,,, 
323,2108,323,148.2200012,50.31999969,971.6999512,7.949999809,9.993656158,-84.65190125,413.5999756,12,33,12,45,56.296875,,,, 
324,2108,324,146.9100037,50.30999756,971.8499756,7.949999809,9.993656158,-84.65187836,413.2999878,12,33,12,45,56.390625,,,, 
325,2108,325,145.4100037,50.32999802,972.0199585,7.949999809,9.993658066,-84.65187836,413,12,33,12,45,56.5,,,, 
326,2108,326,144.4400024,50.32999802,972.1399536,7.949999809,9.993660927,-84.65187836,412.5999756,12,33,12,45,56.59375,,,, 
327,2108,327,143.8099976,50.32999802,972.2099609,7.949999809,9.993663788,-84.65187836,412.0999756,12,33,12,45,56.703125,,,, 
328,2108,328,143.3699951,50.31999969,972.2599487,7.949999809,9.993664742,-84.65187073,411.5999756,12,33,12,45,56.796875,,,, 
329,2109,329,143.1299896,50.31999969,972.289978,7.949999809,9.993666649,-84.65187073,411.1999817,12,33,12,45,56.921875,,,, 
330,2109,330,143.1999969,50.32999802,972.2799683,7.949999809,9.993668556,-84.65187073,410.7999878,12,33,12,45,57,,,, 
331,2109,331,142.2299957,50.30999756,972.3899536,7.949999809,9.99366951,-84.65184784,410.2999878,12,33,12,45,57.203125,,,, 
332,2109,332,142.3999939,50.32999802,972.3699951,7.949999809,9.993671417,-84.65184784,410.0999756,12,33,12,45,57.296875,,,, 
333,2109,333,141.2599945,50.32999802,972.5,7.949999809,9.993671417,-84.65184784,409.8999939,12,33,12,45,57.390625,,,, 
334,2109,334,140.5299988,50.32999802,972.5899658,7.949999809,9.993673325,-84.65183258,409.5999756,12,33,12,45,57.5,,,, 
335,2109,335,140.1900024,50.31999969,972.6300049,7.949999809,9.993673325,-84.65183258,409.1999817,12,33,12,45,57.59375,,,, 
336,2109,336,138.5599976,50.34000015,972.8200073,7.949999809,9.993674278,-84.65183258,408.7999878,12,33,12,45,57.703125,,,, 
337,2109,337,138.3499908,50.32999802,972.8399658,7.949999809,9.993674278,-84.65183258,408.2999878,12,33,12,45,57.796875,,,, 
338,2109,338,138.3199921,50.32999802,972.8399658,7.949999809,9.993674278,-84.65182495,407.8999939,12,33,12,45,57.921875,,,, 
339,2110,339,137.3199921,50.32999802,972.9599609,7.949999809,9.993674278,-84.65182495,407.3999939,12,33,12,45,58,,,, 
340,2110,340,136.5099945,50.32999802,973.0499878,7.989999771,9.993674278,-84.65182495,407,12,33,12,45,58.078125,,,, 
341,2110,341,137.5899963,50.32999802,972.9299927,7.949999809,9.993674278,-84.65180206,406.6999817,12,33,12,45,58.203125,,,, 
342,2110,342,136.1799927,50.32999802,973.0899658,7.949999809,9.993674278,-84.65180206,406.3999939,12,33,12,45,58.296875,,,, 
343,2110,343,135.5500031,50.34000015,973.1599731,7.949999809,9.993679047,-84.6517868,405.8999939,12,33,12,45,58.5,,,, 
344,2110,344,135.0099945,50.31999969,973.2299805,7.949999809,9.993679047,-84.6517868,405.6000061,12,33,12,45,58.59375,,,, 
345,2110,345,134.1100006,50.32999802,973.3299561,7.949999809,9.99368,-84.6517868,405.3999939,12,33,12,45,58.703125,,,, 
346,2110,346,133.9400024,50.32999802,973.3499756,7.960000038,9.993682861,-84.65176392,405.1000061,12,33,12,45,58.796875,,,, 
347,2110,347,133.4700012,50.32999802,973.3999634,7.949999809,9.993684769,-84.65176392,404.6999817,12,33,12,45,58.921875,,,, 
348,2111,348,133.0999908,50.32999802,973.4499512,7.949999809,9.99368763,-84.65176392,404.2999878,12,33,12,45,59,,,, 
349,2111,349,132.0699921,50.32999802,973.5700073,7.949999809,9.993692398,-84.65175629,403.7999878,12,33,12,45,59.078125,,,, 
350,2111,350,131.6699982,50.34000015,973.6099854,7.949999809,9.993693352,-84.65175629,403.6000061,12,33,12,45,59.203125,,,, 
351,2111,351,131.3000031,50.32999802,973.6599731,7.949999809,9.993697166,-84.65175629,403.2999878,12,33,12,45,59.296875,,,, 
352,2111,352,130.5,50.32999802,973.75,7.949999809,9.993700027,-84.65175629,403.1000061,12,33,12,45,59.390625,,,, 
353,2111,353,130.0999908,50.32999802,973.789978,7.949999809,9.993700981,-84.65174103,402.7999878,12,33,12,45,59.5,,,, 
354,2111,354,130.9299927,50.31999969,973.6999512,7.949999809,9.993704796,-84.65174103,402.3999939,12,33,12,45,59.59375,,,, 
355,2111,355,130.3000031,50.32999802,973.7699585,7.949999809,9.993711472,-84.65174103,401.6000061,12,33,12,45,59.796875,,,, 
356,2111,356,129.1299896,50.32999802,973.9099731,7.949999809,9.993715286,-84.65172577,401.1999817,12,33,12,45,59.921875,,,, 
357,2112,357,128.1600037,50.34000015,974.0199585,7.949999809,9.99371624,-84.65172577,400.6999817,12,33,12,46,0,,,, 
358,2112,358,127.8600006,50.32999802,974.0499878,7.949999809,9.993718147,-84.65172577,400.2999878,12,33,12,46,0.078125,,,, 
359,2112,359,127.2599945,50.32999802,974.1199951,7.949999809,9.993720055,-84.65172577,400,12,33,12,46,0.203125,,,, 
360,2112,360,126.8600006,50.34000015,974.1699829,7.949999809,9.993721962,-84.65172577,399.6000061,12,33,12,46,0.296875,,,, 
361,2112,361,126.1899948,50.32999802,974.25,7.949999809,9.993723869,-84.65172577,399.1000061,12,33,12,46,0.390625,,,, 
362,2112,362,125.4199982,50.34000015,974.3399658,7.949999809,9.993723869,-84.65172577,398.6999817,12,33,12,46,0.5,,,, 
363,2112,363,125.0899963,50.34000015,974.3699951,7.960000038,9.993721962,-84.65172577,398.3999939,12,33,12,46,0.59375,,,, 
364,2112,364,124.3199997,50.32999802,974.4599609,7.949999809,9.993721962,-84.65172577,398.1999817,12,33,12,46,0.703125,,,, 
365,2112,365,123.8499985,50.32999802,974.5199585,7.949999809,9.993720055,-84.65172577,397.8999939,12,33,12,46,0.796875,,,, 
366,2113,366,123.1199951,50.34000015,974.5999756,7.949999809,9.993720055,-84.65171051,397.5,12,33,12,46,0.921875,,,, 
367,2113,367,122.7799988,50.32999802,974.6399536,7.949999809,9.993720055,-84.65171051,397.1999817,12,33,12,46,1,,,, 
368,2113,368,122.2900009,50.34000015,974.6999512,7.949999809,9.993718147,-84.65171051,396.5,12,33,12,46,1.203125,,,, 
369,2113,369,122.5199966,50.32999802,974.6699829,7.949999809,9.993718147,-84.65171051,396.3999939,12,33,12,46,1.296875,,,, 
370,2113,370,121.4899979,50.34999847,974.789978,7.949999809,9.993718147,-84.65171051,396.2999878,12,33,12,46,1.390625,,,, 
371,2113,371,121.4799957,50.34000015,974.789978,7.949999809,9.99371624,-84.65171051,396.2999878,12,33,12,46,1.5,,,, 
372,2113,372,120.4499969,50.34999847,974.9099731,7.949999809,9.993718147,-84.65171051,396.1999817,12,33,12,46,1.59375,,,, 
373,2113,373,120.6800003,50.32999802,974.8899536,7.949999809,9.993718147,-84.65168762,395.8999939,12,33,12,46,1.703125,,,, 
374,2113,374,120.3499985,50.32999802,974.9199829,7.949999809,9.993720055,-84.65168762,395.3999939,12,33,12,46,1.796875,,,, 
375,2113,375,121.0499954,50.32999802,974.8399658,7.949999809,9.993721962,-84.65168762,395,12,33,12,46,1.921875,,,, 
376,2114,376,119.8499985,50.34999847,974.9799805,7.949999809,9.993723869,-84.65168762,394.6999817,12,33,12,46,2,,,, 
377,2114,377,118.3799973,50.34000015,975.1499634,7.949999809,9.993724823,-84.65168762,394.3999939,12,33,12,46,2.078125,,,, 
378,2114,378,118.5499954,50.34000015,975.1300049,7.949999809,9.99372673,-84.65168762,394.1999817,12,33,12,46,2.203125,,,, 
379,2114,379,117.9799957,50.34000015,975.1999512,7.949999809,9.993728638,-84.65168762,393.8999939,12,33,12,46,2.296875,,,, 
380,2114,380,118.0499954,50.34000015,975.1900024,7.949999809,9.993729591,-84.65168762,393.6999817,12,33,12,46,2.390625,,,, 
381,2114,381,116.5099945,50.34000015,975.3699951,7.949999809,9.993733406,-84.65168762,393,12,33,12,46,2.59375,,,, 
382,2114,382,117.1399994,50.32999802,975.2999878,7.949999809,9.993737221,-84.65168762,392.6999817,12,33,12,46,2.703125,,,, 
383,2114,383,115.6399994,50.34000015,975.4699707,7.949999809,9.993737221,-84.65168762,392.2999878,12,33,12,46,2.796875,,,, 
384,2114,384,114.6800003,50.34999847,975.5799561,7.949999809,9.993739128,-84.65167999,391.8999939,12,33,12,46,2.921875,,,, 
385,2115,385,114.1800003,50.34000015,975.6399536,7.949999809,9.993740082,-84.65167999,391.6999817,12,33,12,46,3,,,, 
386,2115,386,113.6800003,50.34000015,975.6999512,7.949999809,9.993740082,-84.65167999,391.5,12,33,12,46,3.078125,,,, 
387,2115,387,113.6100006,50.34000015,975.7099609,7.949999809,9.993741989,-84.65167999,391.3999939,12,33,12,46,3.203125,,,, 
388,2115,388,113.2399979,50.34000015,975.75,7.949999809,9.993742943,-84.65167999,391.1999817,12,33,12,46,3.296875,,,, 
389,2115,389,113.3399963,50.34000015,975.7399902,7.949999809,9.993742943,-84.65167999,390.8999939,12,33,12,46,3.390625,,,, 
390,2115,390,112.909996,50.34000015,975.789978,7.949999809,9.993742943,-84.65167999,390.6999817,12,33,12,46,3.5,,,, 
391,2115,391,113.0099945,50.34000015,975.7699585,7.949999809,9.993742943,-84.65167999,390.6000061,12,33,12,46,3.59375,,,, 
392,2115,392,110.8399963,50.34000015,976.0299683,7.949999809,9.993742943,-84.65167999,390.1000061,12,33,12,46,3.796875,,,, 
393,2115,393,110.4799957,50.34000015,976.0700073,7.949999809,9.993742943,-84.65167999,389.7999878,12,33,12,46,3.921875,,,, 
394,2116,394,110.4399948,50.34999847,976.0700073,7.949999809,9.993742943,-84.65167999,389.5,12,33,12,46,4,,,, 
395,2116,395,109.6399994,50.34999847,976.1699829,7.949999809,9.993742943,-84.65167999,389.1000061,12,33,12,46,4.078125,,,, 
396,2116,396,108.8799973,50.34999847,976.25,7.949999809,9.993742943,-84.65167999,388.8999939,12,33,12,46,4.203125,,,, 
397,2116,397,108.7099991,50.34000015,976.2699585,7.949999809,9.993742943,-84.65167999,388.6000061,12,33,12,46,4.296875,,,, 
398,2116,398,107.8399963,50.34000015,976.3699951,7.949999809,9.993742943,-84.65167999,388.3999939,12,33,12,46,4.390625,,,, 
399,2116,399,107.1399994,50.34999847,976.4599609,7.949999809,9.993742943,-84.65167999,388.1000061,12,33,12,46,4.5,,,, 
400,2116,400,106.4700012,50.32999802,976.5299683,7.949999809,9.993742943,-84.65164948,387.8999939,12,33,12,46,4.59375,,,, 
401,2116,401,106.0400009,50.34000015,976.5799561,7.949999809,9.993742943,-84.65164948,387.6000061,12,33,12,46,4.703125,,,, 
402,2116,402,104.909996,50.34999847,976.7099609,7.949999809,9.993742943,-84.65164948,387.1999817,12,33,12,46,4.796875,,,, 
403,2117,403,105.5099945,50.34000015,976.6499634,7.949999809,9.993741989,-84.65164948,386.7999878,12,33,12,46,4.921875,,,, 
404,2117,404,105.3099976,50.34000015,976.6699829,7.949999809,9.993741989,-84.65164948,386.3999939,12,33,12,46,5,,,, 
405,2117,405,104.4799957,50.34999847,976.7599487,7.949999809,9.993741989,-84.65164948,385.7999878,12,33,12,46,5.203125,,,, 
406,2117,406,103.8799973,50.34999847,976.8299561,7.949999809,9.993741989,-84.65163422,385.5,12,33,12,46,5.296875,,,, 
407,2117,407,103.409996,50.34999847,976.8899536,7.949999809,9.993741989,-84.65163422,385.1999817,12,33,12,46,5.390625,,,, 
